,effectiveness,T1,T2,shot_attempt,score,2_or_3_point,ID1,ID2,team_id,game_id,quarter,score_binary,attempt_binary
"(1040,)",0.0,85.0,71.0,2.0,2.0,2.0,201567.0,202681.0,1610612739.0,21500499,1,1,1
"(1041,)",1.0,16.0,0.0,2.0,0.0,2.0,101112.0,203901.0,1610612739.0,21500499,1,0,1
"(1042,)",1.0,81.0,60.0,3.0,0.0,3.0,202681.0,2544.0,1610612739.0,21500499,1,0,1
"(1043,)",0.0,5.0,0.0,3.0,0.0,3.0,2747.0,-1.0,1610612739.0,21500499,1,0,1
"(1044,)",0.0,69.0,50.0,3.0,3.0,3.0,201567.0,2747.0,1610612739.0,21500499,1,1,1
"(1048,)",1.0,134.0,111.0,3.0,0.0,3.0,2544.0,201567.0,1610612739.0,21500499,1,0,1
"(1052,)",1.0,47.0,31.0,3.0,0.0,3.0,203521.0,2210.0,1610612739.0,21500499,1,0,1
"(1053,)",0.0,0.0,0.0,0.0,0.0,3.0,1626209.0,-1.0,1610612739.0,21500499,1,0,0
"(1055,)",1.0,57.0,13.0,3.0,0.0,3.0,2592.0,202389.0,1610612739.0,21500499,2,0,1
"(1056,)",0.0,45.0,13.0,2.0,0.0,2.0,202389.0,202697.0,1610612739.0,21500499,2,0,1
"(1058,)",1.0,78.0,0.0,3.0,0.0,3.0,202697.0,203521.0,1610612739.0,21500499,2,0,1
"(1062,)",0.0,0.0,0.0,2.0,0.0,2.0,202681.0,-1.0,1610612739.0,21500499,2,0,1
"(1063,)",0.0,45.0,6.0,3.0,0.0,3.0,202681.0,201567.0,1610612739.0,21500499,2,0,1
"(1065,)",1.0,43.0,29.0,2.0,2.0,2.0,2544.0,201567.0,1610612739.0,21500499,2,1,1
"(1068,)",1.0,67.0,0.0,3.0,3.0,3.0,2747.0,202681.0,1610612739.0,21500499,3,1,1
"(1069,)",0.0,89.0,79.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500499,3,0,1
"(1072,)",1.0,94.0,45.0,2.0,2.0,2.0,202681.0,2747.0,1610612739.0,21500499,3,1,1
"(1073,)",0.0,68.0,62.0,3.0,0.0,3.0,201567.0,2747.0,1610612739.0,21500499,3,0,1
"(1076,)",0.0,87.0,17.0,3.0,0.0,3.0,2747.0,202681.0,1610612739.0,21500499,3,0,1
"(1078,)",0.0,116.0,16.0,2.0,0.0,2.0,202681.0,201567.0,1610612739.0,21500499,3,0,1
"(1080,)",0.0,47.0,24.0,2.0,2.0,2.0,2544.0,201567.0,1610612739.0,21500499,3,1,1
"(1086,)",1.0,73.0,9.0,3.0,0.0,3.0,203521.0,202684.0,1610612739.0,21500499,3,0,1
"(1087,)",0.0,42.0,0.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500499,3,0,1
"(1089,)",0.0,125.0,85.0,3.0,0.0,3.0,2592.0,202389.0,1610612739.0,21500499,4,0,1
"(1090,)",1.0,66.0,21.0,3.0,0.0,3.0,203521.0,202697.0,1610612739.0,21500499,4,0,1
"(1091,)",1.0,44.0,38.0,3.0,0.0,3.0,2210.0,203521.0,1610612739.0,21500499,4,0,1
"(1093,)",1.0,61.0,54.0,0.0,0.0,2.0,2210.0,202697.0,1610612739.0,21500499,4,0,0
"(1094,)",1.0,141.0,98.0,3.0,3.0,3.0,2590.0,2210.0,1610612739.0,21500499,4,1,1
"(1095,)",0.0,43.0,0.0,2.0,0.0,2.0,203099.0,2590.0,1610612739.0,21500499,4,0,1
"(1097,)",0.0,39.0,12.0,3.0,0.0,3.0,2590.0,2592.0,1610612739.0,21500499,4,0,1
"(1098,)",0.0,73.0,42.0,2.0,0.0,2.0,2760.0,2210.0,1610612739.0,21500499,4,0,1
"(1099,)",1.0,43.0,0.0,2.0,2.0,3.0,2592.0,2760.0,1610612739.0,21500499,4,1,1
"(1101,)",1.0,42.0,0.0,2.0,0.0,2.0,203473.0,203894.0,1610612739.0,21500499,4,0,1
"(1102,)",0.0,0.0,0.0,3.0,0.0,3.0,2590.0,-1.0,1610612739.0,21500499,4,0,1
"(2391,)",0.0,41.0,0.0,2.0,2.0,2.0,202681.0,2544.0,1610612739.0,21500511,1,1,1
"(2393,)",0.0,45.0,21.0,2.0,2.0,2.0,2747.0,202681.0,1610612739.0,21500511,1,1,1
"(2396,)",1.0,58.0,46.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500511,1,1,1
"(2397,)",1.0,84.0,71.0,3.0,3.0,3.0,2747.0,202681.0,1610612739.0,21500511,1,1,1
"(2398,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500511,1,1,1
"(2400,)",0.0,0.0,0.0,2.0,2.0,2.0,202681.0,-1.0,1610612739.0,21500511,1,1,1
"(2402,)",1.0,116.0,112.0,3.0,3.0,3.0,2747.0,202684.0,1610612739.0,21500511,1,1,1
"(2403,)",0.0,101.0,94.0,3.0,0.0,3.0,2747.0,203521.0,1610612739.0,21500511,1,0,1
"(2404,)",1.0,107.0,79.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500511,1,0,1
"(2406,)",1.0,47.0,0.0,3.0,3.0,3.0,2592.0,203521.0,1610612739.0,21500511,1,1,1
"(2407,)",0.0,14.0,0.0,0.0,0.0,2.0,203521.0,2210.0,1610612739.0,21500511,1,0,0
"(2411,)",1.0,57.0,45.0,2.0,0.0,2.0,201567.0,2747.0,1610612739.0,21500511,2,0,1
"(2412,)",1.0,139.0,121.0,3.0,3.0,3.0,2747.0,201567.0,1610612739.0,21500511,2,1,1
"(2415,)",0.0,83.0,76.0,3.0,0.0,3.0,2747.0,201567.0,1610612739.0,21500511,2,0,1
"(2416,)",1.0,108.0,0.0,2.0,2.0,2.0,202684.0,2544.0,1610612739.0,21500511,2,1,1
"(2418,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500511,2,1,1
"(2419,)",1.0,59.0,53.0,3.0,3.0,3.0,201567.0,202681.0,1610612739.0,21500511,3,1,1
"(2422,)",0.0,74.0,0.0,0.0,0.0,2.0,202684.0,202681.0,1610612739.0,21500511,3,0,0
"(2424,)",0.0,137.0,114.0,0.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500511,3,0,0
"(2426,)",0.0,12.0,0.0,2.0,0.0,2.0,2747.0,201567.0,1610612739.0,21500511,3,0,1
"(2430,)",0.0,0.0,0.0,2.0,2.0,2.0,203521.0,-1.0,1610612739.0,21500511,3,1,1
"(2432,)",0.0,33.0,0.0,3.0,0.0,3.0,2544.0,203521.0,1610612739.0,21500511,3,0,1
"(2433,)",1.0,48.0,0.0,3.0,3.0,3.0,203521.0,2544.0,1610612739.0,21500511,3,1,1
"(2437,)",0.0,101.0,0.0,2.0,0.0,2.0,202681.0,203521.0,1610612739.0,21500511,4,0,1
"(2439,)",1.0,0.0,0.0,2.0,2.0,2.0,202681.0,-1.0,1610612739.0,21500511,4,1,1
"(2441,)",0.0,71.0,0.0,2.0,2.0,2.0,201567.0,203521.0,1610612739.0,21500511,4,1,1
"(2444,)",1.0,47.0,10.0,3.0,0.0,3.0,202697.0,201567.0,1610612739.0,21500511,4,0,1
"(2446,)",1.0,57.0,33.0,3.0,3.0,3.0,2747.0,202697.0,1610612739.0,21500511,4,1,1
"(2449,)",1.0,73.0,43.0,2.0,2.0,2.0,203521.0,202697.0,1610612739.0,21500511,4,1,1
"(2450,)",0.0,60.0,0.0,3.0,3.0,2.0,203521.0,203099.0,1610612739.0,21500511,4,1,1
"(2913,)",0.0,70.0,44.0,2.0,2.0,2.0,2747.0,201567.0,1610612739.0,21500527,1,1,1
"(2915,)",0.0,20.0,0.0,2.0,2.0,2.0,2544.0,202681.0,1610612739.0,21500527,1,1,1
"(2916,)",1.0,52.0,31.0,0.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500527,1,0,0
"(2917,)",0.0,57.0,23.0,2.0,2.0,2.0,2544.0,2747.0,1610612739.0,21500527,1,1,1
"(2920,)",0.0,38.0,0.0,2.0,2.0,2.0,2544.0,202681.0,1610612739.0,21500527,1,1,1
"(2922,)",0.0,63.0,53.0,2.0,2.0,2.0,2747.0,202681.0,1610612739.0,21500527,1,1,1
"(2923,)",0.0,79.0,60.0,2.0,0.0,2.0,2544.0,2747.0,1610612739.0,21500527,1,0,1
"(2927,)",0.0,14.0,0.0,2.0,2.0,2.0,201567.0,203521.0,1610612739.0,21500527,1,1,1
"(2929,)",1.0,51.0,21.0,2.0,2.0,2.0,202684.0,203521.0,1610612739.0,21500527,1,1,1
"(2933,)",0.0,43.0,27.0,2.0,0.0,2.0,201567.0,2747.0,1610612739.0,21500527,1,0,1
"(2936,)",1.0,32.0,0.0,2.0,2.0,2.0,202681.0,203521.0,1610612739.0,21500527,2,1,1
"(2938,)",1.0,0.0,0.0,2.0,2.0,2.0,202681.0,-1.0,1610612739.0,21500527,2,1,1
"(2939,)",1.0,63.0,54.0,3.0,0.0,3.0,202697.0,2210.0,1610612739.0,21500527,2,0,1
"(2941,)",1.0,50.0,41.0,2.0,2.0,2.0,202684.0,2544.0,1610612739.0,21500527,2,1,1
"(2943,)",0.0,75.0,49.0,2.0,2.0,2.0,2544.0,2747.0,1610612739.0,21500527,2,1,1
"(2945,)",0.0,56.0,47.0,3.0,0.0,3.0,2544.0,203521.0,1610612739.0,21500527,2,0,1
"(2949,)",1.0,75.0,24.0,2.0,2.0,2.0,2544.0,202697.0,1610612739.0,21500527,2,1,1
"(2952,)",1.0,89.0,71.0,3.0,0.0,3.0,202697.0,201567.0,1610612739.0,21500527,2,0,1
"(2955,)",0.0,116.0,21.0,2.0,2.0,2.0,201567.0,202684.0,1610612739.0,21500527,3,1,1
"(2957,)",0.0,170.0,40.0,3.0,3.0,3.0,2544.0,202681.0,1610612739.0,21500527,3,1,1
"(2962,)",0.0,24.0,0.0,3.0,3.0,3.0,2544.0,202681.0,1610612739.0,21500527,3,1,1
"(2963,)",0.0,60.0,37.0,3.0,0.0,3.0,2544.0,201567.0,1610612739.0,21500527,3,0,1
"(2965,)",0.0,45.0,22.0,2.0,2.0,2.0,202681.0,2544.0,1610612739.0,21500527,3,1,1
"(2966,)",0.0,94.0,57.0,3.0,0.0,3.0,2747.0,201567.0,1610612739.0,21500527,3,0,1
"(2968,)",1.0,43.0,0.0,2.0,0.0,2.0,201567.0,202681.0,1610612739.0,21500527,3,0,1
"(2972,)",1.0,76.0,32.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500527,3,0,1
"(2974,)",0.0,93.0,74.0,2.0,0.0,2.0,203521.0,202684.0,1610612739.0,21500527,3,0,1
"(2975,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500527,3,0,1
"(2976,)",0.0,0.0,0.0,2.0,0.0,2.0,203521.0,-1.0,1610612739.0,21500527,3,0,1
"(2977,)",0.0,29.0,6.0,2.0,2.0,2.0,2747.0,202697.0,1610612739.0,21500527,3,1,1
"(2979,)",0.0,0.0,0.0,3.0,0.0,3.0,2544.0,-1.0,1610612739.0,21500527,3,0,1
"(2981,)",0.0,58.0,38.0,3.0,0.0,3.0,203521.0,201567.0,1610612739.0,21500527,3,0,1
"(2983,)",1.0,154.0,143.0,3.0,0.0,3.0,202066.0,201162.0,1610612739.0,21500527,4,0,1
"(2984,)",1.0,0.0,0.0,2.0,2.0,2.0,202681.0,-1.0,1610612739.0,21500527,4,1,1
"(2986,)",0.0,11.0,0.0,2.0,2.0,2.0,2747.0,202681.0,1610612739.0,21500527,4,1,1
"(2990,)",0.0,58.0,0.0,0.0,0.0,3.0,203490.0,201196.0,1610612739.0,21500527,4,0,0
"(2991,)",0.0,0.0,0.0,3.0,0.0,3.0,202681.0,-1.0,1610612739.0,21500527,4,0,1
"(2993,)",1.0,40.0,0.0,2.0,2.0,2.0,2544.0,202681.0,1610612739.0,21500527,4,1,1
"(2994,)",0.0,174.0,149.0,2.0,2.0,2.0,203490.0,202322.0,1610612739.0,21500527,4,1,1
"(2997,)",0.0,149.0,0.0,2.0,2.0,2.0,202681.0,202681.0,1610612739.0,21500527,4,1,1
"(2998,)",0.0,0.0,0.0,2.0,2.0,2.0,202681.0,-1.0,1610612739.0,21500527,4,1,1
"(3002,)",0.0,0.0,0.0,3.0,3.0,3.0,202322.0,-1.0,1610612739.0,21500527,4,1,1
"(3003,)",0.0,0.0,0.0,0.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500527,4,0,0
"(4106,)",0.0,66.0,44.0,2.0,2.0,2.0,202681.0,2544.0,1610612739.0,21500543,1,1,1
"(4107,)",0.0,104.0,69.0,2.0,2.0,2.0,2747.0,202684.0,1610612739.0,21500543,1,1,1
"(4108,)",1.0,0.0,0.0,2.0,2.0,2.0,202681.0,-1.0,1610612739.0,21500543,1,1,1
"(4113,)",0.0,33.0,21.0,3.0,0.0,3.0,202681.0,202697.0,1610612739.0,21500543,2,0,1
"(4116,)",0.0,34.0,0.0,2.0,0.0,2.0,202389.0,202681.0,1610612739.0,21500543,2,0,1
"(4117,)",1.0,23.0,8.0,2.0,0.0,2.0,2755.0,203476.0,1610612739.0,21500543,2,0,1
"(4119,)",0.0,109.0,77.0,3.0,0.0,2.0,202389.0,2210.0,1610612739.0,21500543,2,0,1
"(4122,)",1.0,38.0,0.0,2.0,2.0,2.0,201567.0,202681.0,1610612739.0,21500543,2,1,1
"(4124,)",1.0,110.0,35.0,2.0,0.0,2.0,202697.0,2544.0,1610612739.0,21500543,2,0,1
"(4125,)",0.0,80.0,41.0,2.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500543,2,0,1
"(4128,)",1.0,89.0,71.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500543,2,0,1
"(4129,)",0.0,71.0,39.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500543,2,0,1
"(4131,)",1.0,89.0,62.0,3.0,3.0,3.0,2747.0,203521.0,1610612739.0,21500543,2,1,1
"(4132,)",1.0,33.0,16.0,2.0,0.0,2.0,201593.0,203952.0,1610612739.0,21500543,2,0,1
"(4135,)",0.0,155.0,125.0,2.0,0.0,2.0,202697.0,201567.0,1610612739.0,21500543,2,0,1
"(4136,)",1.0,59.0,0.0,2.0,2.0,2.0,2747.0,202681.0,1610612739.0,21500543,3,1,1
"(4139,)",1.0,136.0,129.0,2.0,2.0,2.0,2544.0,2747.0,1610612739.0,21500543,3,1,1
"(4141,)",0.0,59.0,41.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500543,3,0,1
"(4143,)",1.0,73.0,40.0,2.0,2.0,2.0,2747.0,2544.0,1610612739.0,21500543,3,1,1
"(4147,)",1.0,60.0,0.0,2.0,2.0,2.0,202684.0,2544.0,1610612739.0,21500543,3,1,1
"(4150,)",0.0,48.0,0.0,0.0,0.0,2.0,202681.0,202681.0,1610612739.0,21500543,3,0,0
"(4151,)",1.0,38.0,28.0,3.0,3.0,3.0,203498.0,203476.0,1610612739.0,21500543,3,1,1
"(4154,)",1.0,50.0,19.0,3.0,0.0,3.0,202697.0,2544.0,1610612739.0,21500543,3,0,1
"(4158,)",0.0,0.0,0.0,2.0,0.0,2.0,202681.0,-1.0,1610612739.0,21500543,4,0,1
"(4161,)",1.0,89.0,48.0,0.0,0.0,3.0,2544.0,203521.0,1610612739.0,21500543,4,0,0
"(4162,)",1.0,111.0,86.0,2.0,2.0,2.0,202697.0,2544.0,1610612739.0,21500543,4,1,1
"(4163,)",1.0,182.0,159.0,3.0,3.0,3.0,202697.0,202681.0,1610612739.0,21500543,4,1,1
"(4166,)",0.0,88.0,73.0,3.0,0.0,2.0,2544.0,202681.0,1610612739.0,21500543,4,0,1
"(4168,)",1.0,39.0,0.0,2.0,2.0,2.0,202697.0,202681.0,1610612739.0,21500543,4,1,1
"(4171,)",0.0,58.0,31.0,3.0,0.0,3.0,202697.0,202389.0,1610612739.0,21500543,4,0,1
"(4173,)",0.0,65.0,49.0,2.0,2.0,2.0,203099.0,2592.0,1610612739.0,21500543,4,1,1
"(4176,)",1.0,86.0,75.0,2.0,2.0,2.0,202697.0,2592.0,1610612739.0,21500543,4,1,1
"(4177,)",0.0,47.0,0.0,2.0,2.0,2.0,202697.0,2210.0,1610612739.0,21500543,4,1,1
"(4179,)",0.0,64.0,57.0,3.0,0.0,3.0,2210.0,203099.0,1610612739.0,21500543,4,0,1
"(5715,)",1.0,10.0,0.0,3.0,3.0,3.0,2544.0,202681.0,1610612739.0,21500559,1,1,1
"(5716,)",0.0,46.0,0.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500559,1,1,1
"(5723,)",0.0,51.0,9.0,3.0,0.0,3.0,2747.0,201567.0,1610612739.0,21500559,1,0,1
"(5724,)",0.0,31.0,0.0,2.0,0.0,2.0,202681.0,2544.0,1610612739.0,21500559,1,0,1
"(5726,)",1.0,101.0,75.0,0.0,0.0,2.0,201567.0,2747.0,1610612739.0,21500559,1,0,0
"(5728,)",1.0,133.0,125.0,3.0,3.0,3.0,2747.0,2544.0,1610612739.0,21500559,1,1,1
"(5732,)",1.0,52.0,41.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500559,1,1,1
"(5735,)",1.0,123.0,0.0,3.0,0.0,3.0,202697.0,202697.0,1610612739.0,21500559,1,0,1
"(5739,)",1.0,0.0,0.0,2.0,2.0,2.0,203521.0,-1.0,1610612739.0,21500559,2,1,1
"(5742,)",0.0,24.0,0.0,2.0,0.0,2.0,203521.0,202681.0,1610612739.0,21500559,2,0,1
"(5744,)",1.0,42.0,17.0,2.0,2.0,2.0,2210.0,2544.0,1610612739.0,21500559,2,1,1
"(5746,)",0.0,69.0,58.0,2.0,0.0,2.0,2544.0,202684.0,1610612739.0,21500559,2,0,1
"(5748,)",1.0,63.0,10.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500559,2,0,1
"(5750,)",1.0,64.0,48.0,3.0,0.0,3.0,203917.0,201171.0,1610612739.0,21500559,2,0,1
"(5752,)",0.0,86.0,49.0,0.0,0.0,2.0,2544.0,202389.0,1610612739.0,21500559,2,0,0
"(5753,)",1.0,93.0,50.0,0.0,0.0,3.0,2747.0,203521.0,1610612739.0,21500559,2,0,0
"(5755,)",1.0,6.0,0.0,2.0,2.0,3.0,2544.0,2747.0,1610612739.0,21500559,2,1,1
"(5756,)",1.0,85.0,64.0,3.0,0.0,3.0,202389.0,203521.0,1610612739.0,21500559,2,0,1
"(5758,)",0.0,37.0,4.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500559,3,0,1
"(5760,)",0.0,103.0,96.0,2.0,2.0,2.0,202681.0,2544.0,1610612739.0,21500559,3,1,1
"(5762,)",0.0,83.0,61.0,3.0,0.0,3.0,201567.0,202684.0,1610612739.0,21500559,3,0,1
"(5764,)",1.0,29.0,0.0,2.0,0.0,2.0,2747.0,202681.0,1610612739.0,21500559,3,0,1
"(5767,)",0.0,59.0,48.0,2.0,2.0,2.0,2544.0,202684.0,1610612739.0,21500559,3,1,1
"(5770,)",0.0,161.0,154.0,3.0,0.0,3.0,203521.0,202697.0,1610612739.0,21500559,3,0,1
"(5771,)",1.0,155.0,120.0,2.0,2.0,3.0,2544.0,2210.0,1610612739.0,21500559,3,1,1
"(5772,)",1.0,87.0,12.0,0.0,0.0,3.0,203521.0,2544.0,1610612739.0,21500559,3,0,0
"(5774,)",0.0,125.0,35.0,2.0,2.0,2.0,202697.0,2210.0,1610612739.0,21500559,4,1,1
"(5777,)",1.0,0.0,0.0,2.0,2.0,2.0,202681.0,-1.0,1610612739.0,21500559,4,1,1
"(5781,)",1.0,40.0,0.0,3.0,3.0,3.0,2544.0,202681.0,1610612739.0,21500559,4,1,1
"(5784,)",0.0,55.0,0.0,2.0,2.0,2.0,2544.0,202681.0,1610612739.0,21500559,4,1,1
"(5787,)",0.0,87.0,0.0,2.0,0.0,2.0,2544.0,2747.0,1610612739.0,21500559,4,0,1
"(5788,)",1.0,93.0,70.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500559,4,0,1
"(5789,)",0.0,32.0,0.0,2.0,0.0,2.0,2747.0,2544.0,1610612739.0,21500559,4,0,1
"(5790,)",0.0,52.0,0.0,3.0,0.0,3.0,2544.0,203521.0,1610612739.0,21500559,4,0,1
"(6741,)",1.0,67.0,0.0,3.0,0.0,3.0,201567.0,202681.0,1610612739.0,21500575,1,0,1
"(6745,)",1.0,68.0,49.0,3.0,3.0,3.0,2544.0,202684.0,1610612739.0,21500575,1,1,1
"(6747,)",1.0,52.0,27.0,3.0,0.0,3.0,201567.0,202681.0,1610612739.0,21500575,1,0,1
"(6750,)",1.0,49.0,40.0,0.0,0.0,2.0,202718.0,1717.0,1610612739.0,21500575,1,0,0
"(6752,)",1.0,112.0,71.0,2.0,0.0,2.0,202681.0,2544.0,1610612739.0,21500575,1,0,1
"(6753,)",1.0,18.0,0.0,2.0,0.0,2.0,202681.0,2544.0,1610612739.0,21500575,1,0,1
"(6754,)",0.0,15.0,0.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500575,1,0,1
"(6756,)",1.0,69.0,0.0,3.0,3.0,3.0,201567.0,2544.0,1610612739.0,21500575,1,1,1
"(6759,)",0.0,82.0,59.0,3.0,3.0,2.0,2544.0,203521.0,1610612739.0,21500575,1,1,1
"(6760,)",0.0,62.0,0.0,3.0,3.0,3.0,2747.0,2544.0,1610612739.0,21500575,1,1,1
"(6762,)",0.0,55.0,24.0,2.0,0.0,2.0,2544.0,2747.0,1610612739.0,21500575,1,0,1
"(6764,)",0.0,73.0,19.0,0.0,0.0,2.0,2734.0,202718.0,1610612739.0,21500575,2,0,0
"(6766,)",0.0,130.0,117.0,3.0,0.0,3.0,202697.0,202389.0,1610612739.0,21500575,2,0,1
"(6769,)",1.0,45.0,0.0,2.0,2.0,2.0,201567.0,202681.0,1610612739.0,21500575,2,1,1
"(6774,)",1.0,92.0,51.0,3.0,3.0,3.0,2544.0,202681.0,1610612739.0,21500575,2,1,1
"(6777,)",1.0,99.0,69.0,3.0,3.0,3.0,203521.0,2544.0,1610612739.0,21500575,2,1,1
"(6778,)",0.0,54.0,31.0,2.0,2.0,2.0,2747.0,2544.0,1610612739.0,21500575,2,1,1
"(6780,)",0.0,59.0,35.0,2.0,2.0,2.0,202681.0,2747.0,1610612739.0,21500575,3,1,1
"(6781,)",1.0,79.0,65.0,3.0,0.0,3.0,202681.0,201567.0,1610612739.0,21500575,3,0,1
"(6783,)",1.0,62.0,24.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500575,3,0,1
"(6785,)",0.0,59.0,0.0,0.0,0.0,3.0,2544.0,202681.0,1610612739.0,21500575,3,0,0
"(6792,)",0.0,71.0,64.0,2.0,2.0,2.0,2747.0,2210.0,1610612739.0,21500575,3,1,1
"(6794,)",1.0,0.0,0.0,2.0,2.0,2.0,203521.0,-1.0,1610612739.0,21500575,3,1,1
"(6795,)",0.0,38.0,0.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500575,3,0,1
"(6797,)",0.0,0.0,0.0,2.0,0.0,2.0,203521.0,-1.0,1610612739.0,21500575,3,0,1
"(6799,)",0.0,64.0,49.0,3.0,3.0,2.0,202681.0,203521.0,1610612739.0,21500575,4,1,1
"(6800,)",1.0,102.0,86.0,2.0,2.0,2.0,202389.0,203521.0,1610612739.0,21500575,4,1,1
"(6803,)",1.0,8.0,0.0,2.0,2.0,2.0,202681.0,-1.0,1610612739.0,21500575,4,1,1
