,effectiveness,T1,T2,shot_attempt,score,2_or_3_point,ID1,ID2,team_id,game_id,quarter,score_binary,attempt_binary
"(34488,)",1.0,154.0,98.0,3.0,0.0,3.0,2747.0,2544.0,1610612739.0,21500262,2,0,1
"(34489,)",1.0,64.0,0.0,0.0,0.0,2.0,202389.0,2590.0,1610612739.0,21500262,3,0,0
"(34490,)",1.0,32.0,0.0,0.0,0.0,2.0,202389.0,2590.0,1610612739.0,21500262,3,0,0
"(34491,)",0.0,22.0,13.0,2.0,0.0,2.0,202389.0,2544.0,1610612739.0,21500262,3,0,1
"(34493,)",0.0,78.0,0.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500262,3,0,1
"(34496,)",1.0,151.0,79.0,2.0,0.0,2.0,2760.0,2544.0,1610612739.0,21500262,3,0,1
"(34499,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500262,3,1,1
"(34501,)",1.0,44.0,0.0,3.0,3.0,3.0,2747.0,203521.0,1610612739.0,21500262,3,1,1
"(34504,)",0.0,86.0,0.0,3.0,0.0,3.0,2747.0,203099.0,1610612739.0,21500262,3,0,1
"(34506,)",1.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500262,4,0,1
"(34509,)",0.0,116.0,75.0,0.0,0.0,2.0,2592.0,203521.0,1610612739.0,21500262,4,0,0
"(34511,)",1.0,54.0,45.0,3.0,3.0,3.0,202322.0,201162.0,1610612739.0,21500262,4,1,1
"(34522,)",0.0,46.0,5.0,3.0,0.0,3.0,2592.0,2210.0,1610612739.0,21500262,4,0,1
"(34523,)",1.0,15.0,0.0,3.0,0.0,3.0,2210.0,2747.0,1610612739.0,21500262,4,0,1
"(35766,)",0.0,40.0,0.0,3.0,0.0,3.0,201567.0,203521.0,1610612739.0,21500288,1,0,1
"(35767,)",0.0,124.0,116.0,2.0,0.0,2.0,2747.0,203521.0,1610612739.0,21500288,1,0,1
"(35770,)",0.0,85.0,76.0,3.0,3.0,3.0,2747.0,2592.0,1610612739.0,21500288,1,1,1
"(35771,)",0.0,113.0,101.0,3.0,0.0,3.0,2747.0,202684.0,1610612739.0,21500288,1,0,1
"(35773,)",0.0,0.0,0.0,2.0,0.0,2.0,2590.0,-1.0,1610612739.0,21500288,1,0,1
"(35775,)",1.0,116.0,108.0,3.0,0.0,3.0,2590.0,2592.0,1610612739.0,21500288,2,0,1
"(35776,)",0.0,86.0,77.0,2.0,0.0,3.0,2590.0,2544.0,1610612739.0,21500288,2,0,1
"(35777,)",0.0,116.0,0.0,2.0,2.0,2.0,201567.0,203521.0,1610612739.0,21500288,2,1,1
"(35783,)",1.0,105.0,81.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500288,2,0,1
"(35784,)",1.0,133.0,94.0,3.0,3.0,3.0,203521.0,2544.0,1610612739.0,21500288,2,1,1
"(35787,)",1.0,47.0,0.0,2.0,2.0,2.0,202389.0,203521.0,1610612739.0,21500288,2,1,1
"(35789,)",0.0,60.0,4.0,3.0,0.0,3.0,2747.0,201567.0,1610612739.0,21500288,2,0,1
"(35790,)",1.0,63.0,0.0,2.0,2.0,2.0,2544.0,203521.0,1610612739.0,21500288,2,1,1
"(35791,)",0.0,104.0,95.0,3.0,0.0,3.0,2544.0,201567.0,1610612739.0,21500288,2,0,1
"(35792,)",0.0,0.0,0.0,2.0,0.0,2.0,203521.0,-1.0,1610612739.0,21500288,2,0,1
"(35793,)",0.0,89.0,70.0,2.0,2.0,2.0,201567.0,2590.0,1610612739.0,21500288,2,1,1
"(35794,)",1.0,44.0,35.0,2.0,0.0,2.0,203521.0,201567.0,1610612739.0,21500288,2,0,1
"(35796,)",0.0,37.0,21.0,2.0,2.0,2.0,201567.0,203521.0,1610612739.0,21500288,3,1,1
"(35798,)",0.0,95.0,13.0,3.0,3.0,3.0,2747.0,203521.0,1610612739.0,21500288,3,1,1
"(35801,)",0.0,89.0,66.0,2.0,2.0,2.0,201569.0,203076.0,1610612739.0,21500288,3,1,1
"(35803,)",1.0,103.0,66.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500288,3,0,1
"(35804,)",0.0,47.0,7.0,2.0,0.0,2.0,2590.0,201567.0,1610612739.0,21500288,3,0,1
"(35806,)",0.0,66.0,47.0,0.0,0.0,3.0,201567.0,202684.0,1610612739.0,21500288,3,0,0
"(35807,)",0.0,66.0,47.0,0.0,0.0,3.0,201567.0,202684.0,1610612739.0,21500288,3,0,0
"(35808,)",0.0,35.0,18.0,2.0,2.0,2.0,2590.0,2592.0,1610612739.0,21500288,3,1,1
"(35812,)",1.0,39.0,25.0,2.0,0.0,2.0,2544.0,2592.0,1610612739.0,21500288,4,0,1
"(35813,)",0.0,90.0,81.0,2.0,2.0,2.0,2590.0,2210.0,1610612739.0,21500288,4,1,1
"(35815,)",1.0,59.0,46.0,2.0,2.0,2.0,2544.0,2592.0,1610612739.0,21500288,4,1,1
"(35817,)",1.0,37.0,13.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500288,4,0,1
"(35822,)",0.0,61.0,45.0,0.0,0.0,2.0,2544.0,2747.0,1610612739.0,21500288,4,0,0
"(35824,)",0.0,0.0,0.0,2.0,0.0,2.0,2544.0,-1.0,1610612739.0,21500288,5,0,1
"(35827,)",0.0,91.0,31.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500288,5,0,1
"(37848,)",1.0,94.0,73.0,2.0,0.0,2.0,201567.0,2747.0,1610612739.0,21500313,1,0,1
"(37853,)",1.0,64.0,18.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500313,1,0,1
"(37854,)",0.0,89.0,66.0,2.0,0.0,2.0,2747.0,2544.0,1610612739.0,21500313,1,0,1
"(37858,)",0.0,57.0,34.0,3.0,0.0,3.0,2590.0,2210.0,1610612739.0,21500313,1,0,1
"(37859,)",0.0,16.0,0.0,2.0,2.0,2.0,2760.0,2590.0,1610612739.0,21500313,1,1,1
"(37861,)",0.0,75.0,56.0,3.0,0.0,3.0,203081.0,203459.0,1610612739.0,21500313,1,0,1
"(37863,)",1.0,40.0,0.0,0.0,0.0,2.0,2590.0,2760.0,1610612739.0,21500313,2,0,0
"(37864,)",1.0,89.0,26.0,0.0,0.0,2.0,202684.0,2590.0,1610612739.0,21500313,2,0,0
"(37866,)",0.0,46.0,0.0,0.0,0.0,2.0,2760.0,2590.0,1610612739.0,21500313,2,0,0
"(37869,)",1.0,53.0,21.0,3.0,3.0,3.0,203086.0,203468.0,1610612739.0,21500313,2,1,1
"(37872,)",0.0,103.0,85.0,2.0,2.0,2.0,203521.0,203099.0,1610612739.0,21500313,2,1,1
"(37875,)",0.0,141.0,99.0,3.0,0.0,3.0,2210.0,203521.0,1610612739.0,21500313,2,0,1
"(37878,)",0.0,50.0,31.0,2.0,0.0,2.0,203521.0,2747.0,1610612739.0,21500313,2,0,1
"(37879,)",1.0,62.0,0.0,3.0,0.0,3.0,2544.0,203521.0,1610612739.0,21500313,2,0,1
"(37880,)",1.0,0.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500313,2,1,1
"(37881,)",1.0,52.0,0.0,3.0,0.0,3.0,2747.0,203521.0,1610612739.0,21500313,3,0,1
"(37887,)",1.0,0.0,0.0,0.0,0.0,2.0,203081.0,-1.0,1610612739.0,21500313,3,0,0
"(37889,)",1.0,42.0,5.0,2.0,0.0,2.0,201567.0,203521.0,1610612739.0,21500313,3,0,1
"(37894,)",1.0,56.0,39.0,3.0,3.0,3.0,203521.0,201567.0,1610612739.0,21500313,3,1,1
"(37898,)",0.0,67.0,46.0,2.0,0.0,2.0,201567.0,2747.0,1610612739.0,21500313,3,0,1
"(37902,)",0.0,126.0,94.0,2.0,2.0,2.0,2210.0,201567.0,1610612739.0,21500313,3,1,1
"(37903,)",1.0,101.0,83.0,3.0,0.0,3.0,203099.0,2544.0,1610612739.0,21500313,3,0,1
"(37910,)",0.0,0.0,0.0,2.0,2.0,2.0,2590.0,-1.0,1610612739.0,21500313,4,1,1
"(37912,)",0.0,40.0,9.0,0.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500313,4,0,0
"(37914,)",0.0,125.0,13.0,2.0,0.0,2.0,203521.0,2544.0,1610612739.0,21500313,4,0,1
"(37915,)",1.0,75.0,45.0,2.0,2.0,2.0,2544.0,203099.0,1610612739.0,21500313,4,1,1
"(37916,)",1.0,72.0,55.0,2.0,2.0,2.0,2544.0,203521.0,1610612739.0,21500313,4,1,1
"(37917,)",0.0,89.0,61.0,2.0,0.0,2.0,2544.0,2590.0,1610612739.0,21500313,4,0,1
"(37918,)",0.0,109.0,100.0,0.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500313,4,0,0
"(37920,)",0.0,85.0,25.0,3.0,3.0,3.0,2544.0,201567.0,1610612739.0,21500313,4,1,1
"(37921,)",0.0,72.0,48.0,3.0,0.0,2.0,2590.0,2544.0,1610612739.0,21500313,4,0,1
"(37925,)",1.0,66.0,0.0,2.0,2.0,2.0,2544.0,2590.0,1610612739.0,21500313,4,1,1
"(39331,)",0.0,123.0,102.0,2.0,2.0,2.0,201567.0,2544.0,1610612739.0,21500334,1,1,1
"(39333,)",1.0,96.0,82.0,3.0,0.0,3.0,203099.0,201567.0,1610612739.0,21500334,1,0,1
"(39335,)",1.0,101.0,90.0,3.0,3.0,3.0,203521.0,2544.0,1610612739.0,21500334,1,1,1
"(39336,)",1.0,61.0,0.0,2.0,2.0,2.0,202389.0,203521.0,1610612739.0,21500334,1,1,1
"(39337,)",0.0,18.0,0.0,0.0,0.0,2.0,202389.0,203521.0,1610612739.0,21500334,1,0,0
"(39342,)",0.0,61.0,41.0,2.0,0.0,3.0,203099.0,202389.0,1610612739.0,21500334,1,0,1
"(39344,)",0.0,60.0,0.0,2.0,0.0,2.0,201567.0,203521.0,1610612739.0,21500334,1,0,1
"(39349,)",0.0,162.0,114.0,3.0,3.0,3.0,2210.0,2590.0,1610612739.0,21500334,1,1,1
"(39350,)",0.0,53.0,42.0,2.0,0.0,2.0,202684.0,202697.0,1610612739.0,21500334,1,0,1
"(39351,)",1.0,78.0,0.0,0.0,0.0,2.0,202684.0,2544.0,1610612739.0,21500334,1,0,0
"(39353,)",1.0,88.0,0.0,0.0,0.0,3.0,2590.0,2544.0,1610612739.0,21500334,1,0,0
"(39356,)",0.0,67.0,29.0,2.0,0.0,2.0,2592.0,2210.0,1610612739.0,21500334,2,0,1
"(39360,)",0.0,65.0,3.0,3.0,0.0,3.0,2592.0,2544.0,1610612739.0,21500334,2,0,1
"(39364,)",1.0,86.0,31.0,3.0,0.0,3.0,201567.0,203521.0,1610612739.0,21500334,2,0,1
"(39367,)",1.0,61.0,0.0,2.0,0.0,2.0,201567.0,203521.0,1610612739.0,21500334,2,0,1
"(39372,)",1.0,56.0,46.0,2.0,2.0,2.0,2544.0,201567.0,1610612739.0,21500334,2,1,1
"(39373,)",1.0,6.0,0.0,2.0,2.0,2.0,2544.0,201567.0,1610612739.0,21500334,2,1,1
"(39375,)",0.0,0.0,0.0,2.0,2.0,2.0,203521.0,-1.0,1610612739.0,21500334,2,1,1
"(39376,)",0.0,69.0,0.0,3.0,3.0,3.0,202696.0,203506.0,1610612739.0,21500334,2,1,1
"(39377,)",0.0,27.0,0.0,3.0,0.0,3.0,203521.0,2544.0,1610612739.0,21500334,3,0,1
"(39378,)",0.0,83.0,66.0,0.0,0.0,3.0,203099.0,201567.0,1610612739.0,21500334,3,0,0
"(39380,)",0.0,178.0,163.0,2.0,0.0,2.0,2544.0,201567.0,1610612739.0,21500334,3,0,1
"(39382,)",0.0,35.0,0.0,2.0,2.0,2.0,202389.0,201567.0,1610612739.0,21500334,3,1,1
"(39387,)",1.0,61.0,51.0,0.0,0.0,3.0,203506.0,203094.0,1610612739.0,21500334,3,0,0
"(39388,)",0.0,125.0,117.0,2.0,2.0,2.0,2544.0,2590.0,1610612739.0,21500334,3,1,1
"(39394,)",0.0,92.0,65.0,0.0,0.0,2.0,2210.0,2590.0,1610612739.0,21500334,4,0,0
"(39395,)",0.0,92.0,65.0,0.0,0.0,2.0,2210.0,2590.0,1610612739.0,21500334,4,0,0
"(39398,)",0.0,77.0,40.0,2.0,0.0,2.0,2590.0,202697.0,1610612739.0,21500334,4,0,1
"(39403,)",0.0,43.0,0.0,0.0,0.0,2.0,2210.0,2590.0,1610612739.0,21500334,4,0,0
"(39404,)",1.0,85.0,0.0,2.0,0.0,2.0,2760.0,2590.0,1610612739.0,21500334,4,0,1
"(39406,)",0.0,114.0,54.0,2.0,2.0,2.0,2592.0,203099.0,1610612739.0,21500334,4,1,1
"(39407,)",1.0,117.0,79.0,3.0,3.0,3.0,2592.0,2760.0,1610612739.0,21500334,4,1,1
"(39409,)",1.0,49.0,35.0,2.0,0.0,2.0,203099.0,2760.0,1610612739.0,21500334,4,0,1
"(39411,)",0.0,41.0,0.0,0.0,0.0,3.0,203099.0,2590.0,1610612739.0,21500334,4,0,0
"(39412,)",0.0,75.0,59.0,0.0,0.0,3.0,2590.0,2760.0,1610612739.0,21500334,4,0,0
"(39414,)",1.0,29.0,0.0,0.0,0.0,2.0,201619.0,2590.0,1610612739.0,21500334,4,0,0
"(42190,)",1.0,51.0,7.0,2.0,2.0,2.0,201567.0,2747.0,1610612739.0,21500367,1,1,1
"(42192,)",1.0,42.0,5.0,2.0,0.0,2.0,2747.0,203521.0,1610612739.0,21500367,1,0,1
"(42204,)",0.0,18.0,0.0,0.0,0.0,2.0,203096.0,202323.0,1610612739.0,21500367,1,0,0
"(42208,)",0.0,134.0,88.0,2.0,0.0,2.0,2210.0,202697.0,1610612739.0,21500367,1,0,1
"(42210,)",1.0,151.0,129.0,3.0,0.0,3.0,202697.0,2590.0,1610612739.0,21500367,1,0,1
"(42214,)",1.0,148.0,59.0,3.0,0.0,3.0,2590.0,202697.0,1610612739.0,21500367,2,0,1
"(42216,)",0.0,84.0,0.0,0.0,0.0,2.0,2760.0,2590.0,1610612739.0,21500367,2,0,0
"(42219,)",0.0,36.0,0.0,0.0,0.0,2.0,2760.0,2590.0,1610612739.0,21500367,2,0,0
"(42220,)",1.0,152.0,115.0,0.0,0.0,3.0,202697.0,2760.0,1610612739.0,21500367,2,0,0
"(42221,)",1.0,93.0,83.0,3.0,0.0,3.0,2544.0,2747.0,1610612739.0,21500367,2,0,1
"(42222,)",1.0,61.0,0.0,2.0,0.0,2.0,2760.0,2544.0,1610612739.0,21500367,2,0,1
"(42224,)",1.0,69.0,0.0,3.0,0.0,3.0,201567.0,2544.0,1610612739.0,21500367,2,0,1
"(42225,)",1.0,84.0,36.0,3.0,0.0,3.0,201567.0,2747.0,1610612739.0,21500367,2,0,1
"(42228,)",0.0,129.0,115.0,2.0,0.0,2.0,201567.0,2544.0,1610612739.0,21500367,2,0,1
"(42229,)",1.0,93.0,72.0,2.0,2.0,2.0,202389.0,203521.0,1610612739.0,21500367,2,1,1
"(42232,)",0.0,97.0,86.0,2.0,0.0,3.0,203521.0,201567.0,1610612739.0,21500367,2,0,1
"(42233,)",0.0,166.0,108.0,3.0,3.0,3.0,203109.0,202340.0,1610612739.0,21500367,2,1,1
"(42234,)",0.0,119.0,49.0,2.0,2.0,2.0,2747.0,201567.0,1610612739.0,21500367,2,1,1
"(42237,)",0.0,0.0,0.0,3.0,0.0,3.0,201567.0,-1.0,1610612739.0,21500367,3,0,1
"(42238,)",1.0,47.0,0.0,3.0,0.0,3.0,203521.0,2544.0,1610612739.0,21500367,3,0,1
"(42240,)",1.0,126.0,107.0,2.0,2.0,2.0,202389.0,201567.0,1610612739.0,21500367,3,1,1
"(42242,)",1.0,132.0,126.0,3.0,3.0,3.0,201567.0,203521.0,1610612739.0,21500367,3,1,1
"(42244,)",1.0,3.0,0.0,2.0,2.0,2.0,2544.0,-1.0,1610612739.0,21500367,3,1,1
"(42247,)",0.0,89.0,29.0,3.0,3.0,3.0,2747.0,2544.0,1610612739.0,21500367,3,1,1
"(42251,)",0.0,68.0,49.0,2.0,2.0,2.0,202389.0,201567.0,1610612739.0,21500367,3,1,1
"(42253,)",0.0,133.0,101.0,2.0,0.0,3.0,2544.0,2590.0,1610612739.0,21500367,3,0,1
"(42254,)",1.0,122.0,94.0,3.0,0.0,3.0,201567.0,202684.0,1610612739.0,21500367,3,0,1
"(42255,)",0.0,139.0,102.0,2.0,2.0,2.0,2747.0,201567.0,1610612739.0,21500367,3,1,1
"(42257,)",1.0,108.0,77.0,3.0,3.0,3.0,2210.0,2590.0,1610612739.0,21500367,3,1,1
"(42260,)",0.0,143.0,0.0,0.0,0.0,3.0,2590.0,2590.0,1610612739.0,21500367,3,0,0
"(42262,)",0.0,46.0,37.0,3.0,3.0,3.0,202697.0,2544.0,1610612739.0,21500367,4,1,1
"(42264,)",1.0,89.0,15.0,2.0,2.0,2.0,2544.0,2590.0,1610612739.0,21500367,4,1,1
"(42265,)",1.0,148.0,119.0,0.0,0.0,2.0,202684.0,2590.0,1610612739.0,21500367,4,0,0
"(42266,)",0.0,75.0,61.0,2.0,0.0,2.0,2747.0,2544.0,1610612739.0,21500367,4,0,1
"(42269,)",1.0,47.0,23.0,2.0,2.0,2.0,201567.0,203521.0,1610612739.0,21500367,4,1,1
"(42272,)",0.0,98.0,78.0,2.0,0.0,2.0,201567.0,2747.0,1610612739.0,21500367,4,0,1
"(43574,)",1.0,88.0,71.0,3.0,3.0,3.0,2544.0,201567.0,1610612739.0,21500384,1,1,1
"(43580,)",1.0,65.0,49.0,2.0,2.0,2.0,202389.0,203521.0,1610612739.0,21500384,1,1,1
"(43582,)",1.0,127.0,111.0,3.0,3.0,3.0,203521.0,202389.0,1610612739.0,21500384,1,1,1
"(43586,)",1.0,106.0,59.0,3.0,3.0,3.0,2210.0,2544.0,1610612739.0,21500384,1,1,1
"(43588,)",1.0,86.0,59.0,2.0,0.0,2.0,2760.0,2210.0,1610612739.0,21500384,2,0,1
"(43589,)",0.0,63.0,12.0,0.0,0.0,3.0,2544.0,2210.0,1610612739.0,21500384,2,0,0
"(43590,)",1.0,51.0,14.0,3.0,0.0,3.0,201567.0,202684.0,1610612739.0,21500384,2,0,1
"(43593,)",0.0,83.0,59.0,2.0,0.0,2.0,201142.0,201566.0,1610612739.0,21500384,2,0,1
"(43595,)",0.0,83.0,25.0,2.0,2.0,2.0,2747.0,2210.0,1610612739.0,21500384,2,1,1
"(43596,)",1.0,44.0,2.0,2.0,2.0,2.0,202684.0,203521.0,1610612739.0,21500384,2,1,1
"(43599,)",1.0,49.0,0.0,2.0,0.0,2.0,202389.0,2544.0,1610612739.0,21500384,2,0,1
"(43600,)",1.0,41.0,0.0,2.0,0.0,2.0,2544.0,2544.0,1610612739.0,21500384,2,0,1
"(43601,)",0.0,61.0,33.0,0.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500384,3,0,0
"(43602,)",1.0,42.0,18.0,2.0,2.0,2.0,2544.0,201567.0,1610612739.0,21500384,3,1,1
"(43604,)",0.0,89.0,25.0,0.0,0.0,2.0,201567.0,202389.0,1610612739.0,21500384,3,0,0
"(43606,)",1.0,49.0,0.0,2.0,0.0,2.0,203521.0,203521.0,1610612739.0,21500384,3,0,1
"(43608,)",0.0,53.0,29.0,2.0,2.0,2.0,201566.0,201586.0,1610612739.0,21500384,3,1,1
"(43609,)",1.0,51.0,42.0,2.0,2.0,2.0,202684.0,201567.0,1610612739.0,21500384,3,1,1
"(43611,)",0.0,119.0,95.0,0.0,0.0,2.0,202684.0,203099.0,1610612739.0,21500384,3,0,0
"(43613,)",0.0,93.0,0.0,0.0,0.0,2.0,201586.0,201571.0,1610612739.0,21500384,3,0,0
"(43616,)",1.0,102.0,93.0,3.0,0.0,3.0,203099.0,2210.0,1610612739.0,21500384,4,0,1
"(43621,)",0.0,0.0,0.0,2.0,0.0,2.0,201567.0,-1.0,1610612739.0,21500384,4,0,1
"(43622,)",0.0,87.0,0.0,2.0,0.0,3.0,2544.0,203521.0,1610612739.0,21500384,4,0,1
"(43625,)",0.0,147.0,95.0,3.0,3.0,3.0,201567.0,2544.0,1610612739.0,21500384,4,1,1
"(45541,)",1.0,83.0,39.0,2.0,0.0,2.0,202681.0,201567.0,1610612739.0,21500405,1,0,1
"(45546,)",0.0,111.0,103.0,2.0,2.0,2.0,201567.0,2747.0,1610612739.0,21500405,1,1,1
"(45549,)",1.0,0.0,0.0,2.0,0.0,2.0,202681.0,-1.0,1610612739.0,21500405,1,0,1
"(45551,)",1.0,38.0,20.0,3.0,0.0,3.0,203521.0,201567.0,1610612739.0,21500405,1,0,1
"(45558,)",0.0,55.0,0.0,0.0,0.0,3.0,201567.0,202697.0,1610612739.0,21500405,1,0,0
"(45560,)",1.0,38.0,7.0,2.0,0.0,2.0,2544.0,202684.0,1610612739.0,21500405,1,0,1
"(45561,)",1.0,129.0,90.0,2.0,2.0,2.0,202684.0,202697.0,1610612739.0,21500405,1,1,1
"(45563,)",1.0,70.0,0.0,2.0,2.0,2.0,202684.0,203521.0,1610612739.0,21500405,1,1,1
"(45566,)",1.0,64.0,0.0,2.0,0.0,2.0,202681.0,202697.0,1610612739.0,21500405,2,0,1
"(45567,)",1.0,133.0,126.0,3.0,3.0,3.0,2210.0,202697.0,1610612739.0,21500405,2,1,1
"(45568,)",0.0,69.0,49.0,2.0,0.0,2.0,202681.0,201567.0,1610612739.0,21500405,2,0,1
"(45572,)",0.0,63.0,47.0,2.0,2.0,2.0,2747.0,2760.0,1610612739.0,21500405,2,1,1
"(45574,)",0.0,94.0,33.0,3.0,0.0,3.0,2544.0,202681.0,1610612739.0,21500405,2,0,1
"(45578,)",0.0,49.0,19.0,2.0,2.0,2.0,203521.0,2544.0,1610612739.0,21500405,2,1,1
"(45580,)",1.0,49.0,13.0,2.0,0.0,2.0,2544.0,203521.0,1610612739.0,21500405,2,0,1
"(45583,)",0.0,53.0,28.0,2.0,0.0,2.0,2544.0,202684.0,1610612739.0,21500405,2,0,1
"(45587,)",1.0,125.0,33.0,3.0,0.0,3.0,202389.0,2544.0,1610612739.0,21500405,2,0,1
"(45589,)",1.0,0.0,0.0,3.0,0.0,3.0,203521.0,-1.0,1610612739.0,21500405,2,0,1
"(45593,)",1.0,24.0,0.0,2.0,0.0,2.0,202681.0,2544.0,1610612739.0,21500405,3,0,1
"(45598,)",0.0,103.0,59.0,3.0,0.0,3.0,201567.0,203521.0,1610612739.0,21500405,3,0,1
"(45599,)",1.0,9.0,0.0,2.0,2.0,2.0,2544.0,2544.0,1610612739.0,21500405,3,1,1
"(45602,)",1.0,16.0,0.0,2.0,0.0,2.0,202697.0,203521.0,1610612739.0,21500405,3,0,1
"(45603,)",1.0,35.0,0.0,2.0,0.0,2.0,203100.0,203924.0,1610612739.0,21500405,3,0,1
"(45604,)",0.0,32.0,0.0,2.0,0.0,2.0,202389.0,203521.0,1610612739.0,21500405,3,0,1
"(45606,)",0.0,69.0,0.0,3.0,0.0,3.0,2210.0,203521.0,1610612739.0,21500405,3,0,1
"(45608,)",1.0,59.0,44.0,3.0,3.0,3.0,203521.0,201567.0,1610612739.0,21500405,3,1,1
"(45609,)",1.0,109.0,69.0,3.0,3.0,3.0,202684.0,203521.0,1610612739.0,21500405,3,1,1
"(45611,)",0.0,29.0,0.0,2.0,0.0,2.0,202684.0,202697.0,1610612739.0,21500405,3,0,1
"(45614,)",0.0,0.0,0.0,2.0,2.0,2.0,202697.0,-1.0,1610612739.0,21500405,4,1,1
