iteration,distance threshold,min length,downsampling factor,agent traj ids count,distinct traj ids count,running time,team,game,delta
0,1.5,5,1,145,29,3903,1610612744,21500504,0.014211326788181903
1,1.5,8,1,145,29,871,1610612744,21500504,0.027524672004927548
2,1.5,10,1,145,29,834,1610612744,21500504,0.0018283428596597656
3,4,5,1,145,29,2899,1610612744,21500504,0.0011853744676216089
4,4,8,1,145,29,3048,1610612744,21500504,0.0010666105122848365
5,4,10,1,145,29,3043,1610612744,21500504,0.010616657562459546
6,1.5,5,1,170,34,1056,1610612744,21500520,0.0195998995847916
7,1.5,8,1,170,34,1056,1610612744,21500520,0.0010936233597089195
8,1.5,10,1,170,34,1146,1610612744,21500520,0.001043077528623592
9,4,5,1,170,34,4297,1610612744,21500520,0.0010936233597089195
10,4,8,1,170,34,4341,1610612744,21500520,0.017669731250810103
11,4,10,1,170,34,4341,1610612744,21500520,0.01900223047200034
12,1.5,5,1,160,32,957,1610612744,21500524,0.0010846257677190724
13,1.5,8,1,160,32,975,1610612744,21500524,0.0009608296282520159
14,1.5,10,1,160,32,1057,1610612744,21500524,0.0009608296282520159
15,4,5,1,160,32,3731,1610612744,21500524,0.01702898389381173
16,4,8,1,160,32,3811,1610612744,21500524,0.0184635284754803
17,4,10,1,160,32,3759,1610612744,21500524,0.0015001038445868553
18,1.5,5,1,150,30,858,1610612744,21500548,0.0012833321860737756
19,1.5,8,1,150,30,894,1610612744,21500548,0.0012833321860737756
20,1.5,10,1,150,30,934,1610612744,21500548,0.01214700638895233
21,4,5,1,150,30,3183,1610612744,21500548,0.012373369753425352
22,4,8,1,150,30,3417,1610612744,21500548,0.0015018287105813752
23,4,10,1,150,30,3377,1610612744,21500548,0.0013643696216975743
24,1.5,5,1,160,32,967,1610612744,21500556,0.0010308573168158796
25,1.5,8,1,160,32,999,1610612744,21500556,0.023561488073421847
26,1.5,10,1,160,32,1013,1610612744,21500556,0.01362890633519581
27,4,5,1,160,32,3850,1610612744,21500556,0.01362890633519581
28,4,8,1,160,32,3909,1610612744,21500556,0.0023522950993054947
29,4,10,1,160,32,4015,1610612744,21500556,0.001989061539760031
30,1.5,5,1,105,21,432,1610612744,21500568,0.0023522950993054947
31,1.5,8,1,105,21,474,1610612744,21500568,0.007436406633039409
32,1.5,10,1,105,21,501,1610612744,21500568,0.006893337507605248
33,4,5,1,105,21,1664,1610612744,21500568,0.016091375206006227
34,4,8,1,105,21,1606,1610612744,21500568,0.00224515524022807
35,4,10,1,105,21,1627,1610612744,21500568,0.0019320623049937237
36,1.5,5,1,130,26,692,1610612744,21500583,0.0019320623049937237
37,1.5,8,1,130,26,711,1610612744,21500583,0.028011588034699688
38,1.5,10,1,130,26,728,1610612744,21500583,0.018058701811061718
39,4,5,1,130,26,2345,1610612744,21500583,0.010752509475288656
40,4,8,1,130,26,2445,1610612744,21500583,0.00210387192628629
41,4,10,1,130,26,2454,1610612744,21500583,0.0024365127582478214
42,1.5,5,1,110,22,502,1610612744,21500592,0.0024365127582478214
43,1.5,8,1,110,22,546,1610612744,21500592,0.01532567049808429
44,1.5,10,1,110,22,546,1610612744,21500592,0.01532567049808429
45,4,5,1,110,22,1765,1610612744,21500592,0.01532567049808429
46,4,8,1,110,22,1775,1610612744,21500592,0.02700763593501768
47,4,10,1,110,22,1791,1610612744,21500592,0.02700763593501768
48,1.5,5,1,30,6,33,1610612744,21500622,0.02700763593501768
49,1.5,8,1,30,6,34,1610612744,21500622,0.0038751321872626428
50,1.5,10,1,30,6,30,1610612744,21500622,0.0038751321872626428
51,4,5,1,30,6,77,1610612744,21500622,0.0038751321872626428
52,4,8,1,30,6,81,1610612744,21500622,0.020147177949117415
53,4,10,1,30,6,81,1610612744,21500622,0.020147177949117415
54,1.5,5,1,80,16,258,1610612744,21500003,0.020147177949117415
55,1.5,8,1,80,16,297,1610612744,21500003,0.0035651507956287434
56,1.5,10,1,80,16,288,1610612744,21500003,0.0035651507956287434
57,4,5,1,80,16,707,1610612744,21500003,0.0035651507956287434
58,4,8,1,80,16,752,1610612744,21500003,0.015921157989969882
59,4,10,1,80,16,768,1610612744,21500003,0.028097723358445598
60,1.5,5,1,85,17,322,1610612744,21500035,0.015921157989969882
61,1.5,8,1,85,17,325,1610612744,21500035,0.0015904651896162612
62,1.5,10,1,85,17,335,1610612744,21500035,0.0017642151242421307
63,4,5,1,85,17,912,1610612744,21500035,0.0017642151242421307
64,4,8,1,85,17,959,1610612744,21500035,0.02759312680295999
65,4,10,1,85,17,1004,1610612744,21500035,0.02759312680295999
66,1.5,5,1,115,23,556,1610612744,21500051,0.02759312680295999
67,1.5,8,1,115,23,603,1610612744,21500051,0.005406581095140799
68,1.5,10,1,115,23,611,1610612744,21500051,0.005406581095140799
69,4,5,1,115,23,1769,1610612744,21500051,0.005406581095140799
70,4,8,1,115,23,1799,1610612744,21500051,0.010534158906144663
71,4,10,1,115,23,1894,1610612744,21500051,0.011008492358610861
72,1.5,5,1,70,14,213,1610612744,21500069,0.011008492358610861
73,1.5,8,1,70,14,182,1610612744,21500069,0.001149745501717709
74,1.5,10,1,70,14,187,1610612744,21500069,0.0009684344443942662
75,4,5,1,70,14,525,1610612744,21500069,0.0009684344443942662
76,4,8,1,70,14,580,1610612744,21500069,0.023406253529581957
77,4,10,1,70,14,577,1610612744,21500069,0.023406253529581957
78,1.5,5,1,175,35,1098,1610612744,21500083,0.0022843327610940927
79,1.5,8,1,175,35,1176,1610612744,21500083,0.0015423159166227766
80,1.5,10,1,175,35,1212,1610612744,21500083,0.0015423159166227766
81,4,5,1,175,35,4507,1610612744,21500083,0.023768485885457297
82,4,8,1,175,35,4575,1610612744,21500083,0.03177952067628277
83,4,10,1,175,35,4671,1610612744,21500083,0.027610283781685736
84,1.5,5,1,120,24,596,1610612744,21500092,0.002350075132221867
85,1.5,8,1,120,24,648,1610612744,21500092,0.002350075132221867
86,1.5,10,1,120,24,655,1610612744,21500092,0.002350075132221867
87,4,5,1,120,24,1919,1610612744,21500092,0.010616657562459546
88,4,8,1,120,24,2022,1610612744,21500092,0.0195998995847916
89,4,10,1,120,24,1989,1610612744,21500092,0.0013269878451595072
90,1.5,5,1,115,23,552,1610612744,21500104,0.0013269878451595072
91,1.5,8,1,115,23,589,1610612744,21500104,0.0013269878451595072
92,1.5,10,1,115,23,593,1610612744,21500104,0.022241124828649303
93,4,5,1,115,23,1775,1610612744,21500104,0.013992037099018965
94,4,8,1,115,23,1858,1610612744,21500104,0.008574726543175946
95,4,10,1,115,23,1850,1610612744,21500104,0.001718200644624077
96,1.5,5,1,170,34,1000,1610612744,21500120,0.0021096304332489375
97,1.5,8,1,170,34,1164,1610612744,21500120,0.002372931383825654
98,1.5,10,1,170,34,1116,1610612744,21500120,0.021581613698856257
99,4,5,1,170,34,4330,1610612744,21500120,0.02199165246124104
100,4,8,1,170,34,4601,1610612744,21500120,0.001948592818426204
101,4,10,1,170,34,4548,1610612744,21500120,0.001948592818426204
102,1.5,5,1,115,23,454,1610612744,21500125,0.001948592818426204
103,1.5,8,1,115,23,584,1610612744,21500125,0.012796635936118449
104,1.5,10,1,115,23,609,1610612744,21500125,0.017197566206048343
105,4,5,1,115,23,1778,1610612744,21500125,0.0009683573810791939
106,4,8,1,115,23,1864,1610612744,21500125,0.0009625089914959622
107,4,10,1,115,23,1922,1610612744,21500125,0.0013706344471007162
108,1.5,5,1,135,27,705,1610612744,21500144,0.025474525474525472
109,1.5,8,1,135,27,742,1610612744,21500144,0.025474525474525472
110,1.5,10,1,135,27,716,1610612744,21500144,0.025474525474525472
111,4,5,1,135,27,2529,1610612744,21500144,0.005063028957601526
112,4,8,1,135,27,2584,1610612744,21500144,0.005063028957601526
113,4,10,1,135,27,2623,1610612744,21500144,0.005063028957601526
114,1.5,5,1,145,29,816,1610612744,21500164,0.020774884577388162
115,1.5,8,1,145,29,893,1610612744,21500164,0.024306282208909933
116,1.5,10,1,145,29,882,1610612744,21500164,0.024306282208909933
117,4,5,1,145,29,2779,1610612744,21500164,0.001591979765060705
118,4,8,1,145,29,2826,1610612744,21500164,0.001591979765060705
119,4,10,1,145,29,2859,1610612744,21500164,0.0013974562743661542
120,1.5,5,1,80,16,272,1610612744,21500177,0.011390556942051728
121,1.5,8,1,80,16,289,1610612744,21500177,0.016846512121108232
122,1.5,10,1,80,16,300,1610612744,21500177,0.0242727344360388
123,4,5,1,80,16,732,1610612744,21500177,0.0010726872343646654
124,4,8,1,80,16,786,1610612744,21500177,0.0008977931163310886
125,4,10,1,80,16,820,1610612744,21500177,0.0010726872343646654
126,1.5,5,1,130,26,742,1610612744,21500187,0.01658305658713055
127,1.5,8,1,130,26,783,1610612744,21500187,0.012984457997245721
128,1.5,10,1,130,26,756,1610612744,21500187,0.0020352007443019864
129,4,5,1,130,26,2378,1610612744,21500187,0.0020352007443019864
130,4,8,1,130,26,2426,1610612744,21500187,0.0020097437937479775
131,4,10,1,130,26,2447,1610612744,21500187,0.023406253529581957
132,1.5,5,1,185,37,1245,1610612744,21500200,0.023406253529581957
133,1.5,8,1,185,37,1272,1610612744,21500200,0.00214681346344229
134,1.5,10,1,185,37,1270,1610612744,21500200,0.0019693003891482104
135,4,5,1,185,37,5306,1610612744,21500200,0.0019693003891482104
136,4,8,1,185,37,5351,1610612744,21500200,0.023406253529581957
137,4,10,1,185,37,5839,1610612744,21500200,0.023406253529581957
138,1.5,5,1,120,24,553,1610612744,21500214,0.0014008349162360422
139,1.5,8,1,120,24,612,1610612744,21500214,0.0012161518097850335
140,1.5,10,1,120,24,619,1610612744,21500214,0.0014008349162360422
141,4,5,1,120,24,1880,1610612744,21500214,0.01658305658713055
142,4,8,1,120,24,1901,1610612744,21500214,0.012984457997245721
143,4,10,1,120,24,2039,1610612744,21500214,0.0012991334653512413
144,1.5,5,1,120,24,593,1610612744,21500236,0.0010901339511064387
145,1.5,8,1,120,24,550,1610612744,21500236,0.0010901339511064387
146,1.5,10,1,120,24,547,1610612744,21500236,0.014357003489703337
147,4,5,1,120,24,1947,1610612744,21500236,0.01642859330715149
148,4,8,1,120,24,1952,1610612744,21500236,0.01642859330715149
149,4,10,1,120,24,2031,1610612744,21500236,0.0010288140923851664
150,1.5,5,1,120,24,556,1610612744,21500245,0.0008224346664352256
151,1.5,8,1,120,24,608,1610612744,21500245,0.0008224346664352256
152,1.5,10,1,120,24,615,1610612744,21500245,0.017006216937992404
153,4,5,1,120,24,1865,1610612744,21500245,0.017732769129947642
154,4,8,1,120,24,2048,1610612744,21500245,0.01397777480251707
155,4,10,1,120,24,1996,1610612744,21500245,0.003685507736548778
156,1.5,5,1,120,24,551,1610612744,21500259,0.003685507736548778
157,1.5,8,1,120,24,652,1610612744,21500259,0.0033059087082689055
158,1.5,10,1,120,24,676,1610612744,21500259,0.021581613698856257
159,4,5,1,120,24,1870,1610612744,21500259,0.02199165246124104
160,4,8,1,120,24,1926,1610612744,21500259,0.001719762751636541
161,4,10,1,120,24,1975,1610612744,21500259,0.0013638692327681444
162,1.5,5,1,175,35,1135,1610612744,21500268,0.0012379249053367637
163,1.5,8,1,175,35,1248,1610612744,21500268,0.01859367793332733
164,1.5,10,1,175,35,1186,1610612744,21500268,0.011246422644634478
165,4,5,1,175,35,4741,1610612744,21500268,0.0070479262985994095
166,4,8,1,175,35,4786,1610612744,21500268,0.0018612269627274556
167,4,10,1,175,35,4687,1610612744,21500268,0.0017189840987319903
168,1.5,5,1,100,20,385,1610612744,21500300,0.0018227068786452177
169,1.5,8,1,100,20,457,1610612744,21500300,0.036567846415045055
170,1.5,10,1,100,20,429,1610612744,21500300,0.036567846415045055
171,4,5,1,100,20,1366,1610612744,21500300,0.0033342612227701828
172,4,8,1,100,20,1421,1610612744,21500300,0.0033342612227701828
173,4,10,1,100,20,1478,1610612744,21500300,0.002033121255543962
174,1.5,5,1,135,27,656,1610612744,21500314,0.01642817963854935
175,1.5,8,1,135,27,724,1610612744,21500314,0.03239720687696819
176,1.5,10,1,135,27,727,1610612744,21500314,0.01806803804737769
177,4,5,1,135,27,2345,1610612744,21500314,0.0022004007825385417
178,4,8,1,135,27,2508,1610612744,21500314,0.0016535911311827021
179,4,10,1,135,27,2471,1610612744,21500314,0.0013174510559983324
180,1.5,5,1,135,27,659,1610612744,21500336,0.015758391649626516
181,1.5,8,1,135,27,696,1610612744,21500336,0.036438008598471947
182,1.5,10,1,135,27,672,1610612744,21500336,0.02006782936605499
183,4,5,1,135,27,2539,1610612744,21500336,0.002019534454016177
184,4,8,1,135,27,2697,1610612744,21500336,0.002019534454016177
185,4,10,1,135,27,2807,1610612744,21500336,0.0018604015159952322
186,1.5,5,1,95,19,355,1610612744,21500351,0.01849615661182469
187,1.5,8,1,95,19,397,1610612744,21500351,0.028097723358445598
188,1.5,10,1,95,19,412,1610612744,21500351,0.015921157989969882
189,4,5,1,95,19,1063,1610612744,21500351,0.001943018144985652
190,4,8,1,95,19,1125,1610612744,21500351,0.001958135795186298
191,4,10,1,95,19,1161,1610612744,21500351,0.001958135795186298
192,1.5,5,1,125,25,580,1610612744,21500381,0.02914141519199296
193,1.5,8,1,125,25,661,1610612744,21500381,0.032455817378497794
194,1.5,10,1,125,25,719,1610612744,21500381,0.032455817378497794
195,4,5,1,125,25,2154,1610612744,21500381,0.0023166815424596914
196,4,8,1,125,25,2259,1610612744,21500381,0.0023166815424596914
197,4,10,1,125,25,2382,1610612744,21500381,0.0023166815424596914
198,1.5,5,1,135,27,677,1610612744,21500397,0.018307999287795314
199,1.5,8,1,135,27,717,1610612744,21500397,0.02792389310730765
200,1.5,10,1,135,27,701,1610612744,21500397,0.001526117226006657
201,4,5,1,135,27,2694,1610612744,21500397,0.0012632110938999971
202,4,8,1,135,27,2812,1610612744,21500397,0.0015421045658292015
203,4,10,1,135,27,2725,1610612744,21500397,0.015758391649626516
204,1.5,5,1,115,23,537,1610612744,21500434,0.036438008598471947
205,1.5,8,1,115,23,599,1610612744,21500434,0.02006782936605499
206,1.5,10,1,115,23,584,1610612744,21500434,0.0018604015159952322
207,4,5,1,115,23,1909,1610612744,21500434,0.0011615425133363016
208,4,8,1,115,23,2012,1610612744,21500434,0.0011217709978979464
209,4,10,1,115,23,1985,1610612744,21500434,0.012324028569118786
210,1.5,5,1,100,20,415,1610612744,21500438,0.027667747352830552
211,1.5,8,1,100,20,419,1610612744,21500438,0.015637227293861748
212,1.5,10,1,100,20,435,1610612744,21500438,0.0011693222745699182
213,4,5,1,100,20,1264,1610612744,21500438,0.0011693222745699182
214,4,8,1,100,20,1263,1610612744,21500438,0.0008482747265706348
215,4,10,1,100,20,1320,1610612744,21500438,0.01884404018135899
216,1.5,5,1,150,30,812,1610612744,21500468,0.011205698726999667
217,1.5,8,1,150,30,855,1610612744,21500468,0.011205698726999667
218,1.5,10,1,150,30,891,1610612744,21500468,0.0034938764510233844
219,4,5,1,150,30,3249,1610612744,21500468,0.003735232908999889
220,4,8,1,150,30,3336,1610612744,21500468,0.0034938764510233844
221,4,10,1,150,30,3204,1610612744,21500468,
222,1.5,5,1,135,27,704,1610612744,21500480,
223,1.5,8,1,135,27,732,1610612744,21500480,
224,1.5,10,1,135,27,693,1610612744,21500480,
225,4,5,1,135,27,2709,1610612744,21500480,
226,4,8,1,135,27,2776,1610612744,21500480,
227,4,10,1,135,27,2862,1610612744,21500480,
228,1.5,5,1,155,31,916,1610612744,21500485,
229,1.5,8,1,155,31,930,1610612744,21500485,
230,1.5,10,1,155,31,969,1610612744,21500485,
231,4,5,1,155,31,3965,1610612744,21500485,
232,4,8,1,155,31,3918,1610612744,21500485,
233,4,10,1,155,31,4135,1610612744,21500485,
234,1.5,5,1,95,19,357,1610612744,21500290,
235,1.5,8,1,95,19,372,1610612744,21500290,
236,1.5,10,1,95,19,407,1610612744,21500290,
237,4,5,1,95,19,1175,1610612744,21500290,
238,4,8,1,95,19,1220,1610612744,21500290,
239,4,10,1,95,19,1241,1610612744,21500290,
